track_name,artist(s)_name,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,release_date
Astronaut In The Ocean,Masked Wolf,7191,0,1138474110,150,E,Minor,78,47,70,18,0,15,9,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f,2019-01-01
Ley Seca,"Anuel Aa, Jhay Cortez",2012,0,355219175,105,G#,Major,76,58,84,10,0,13,10,Not Found,2021-09-02
Every Summertime,NIKI,1211,2,290228626,79,F#,Major,63,76,67,38,0,6,4,https://i.scdn.co/image/ab67616d0000b273d00cc26852fcc281296977be,2021-08-10
Talking To The Moon,Bruno Mars,7109,2,1062956628,146,C#,Minor,52,7,61,51,0,11,3,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,2010-10-04
you broke me first,Tate McRae,6638,0,1180094974,124,E,Major,64,8,37,79,0,9,5,https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4,2020-04-17
The Nights,Avicii,17354,8,1456081449,126,F#,Major,53,66,85,2,0,24,4,https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad,2014-01-01
Take My Breath,The Weeknd,6392,0,432702334,121,G#,Major,75,53,74,2,0,11,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,2021-08-06
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",5481,0,489945871,136,B,Minor,80,33,60,0,0,32,14,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,2021-09-03
Cï¿½ï¿½,Rauw Alejandro,2636,3,465959382,102,A,Minor,77,26,63,58,0,11,5,Not Found,2021-06-25
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",824,0,1223481149,77,G,Major,73,54,74,23,0,41,23,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,2021-10-27
Dance Monkey,Tones and I,24529,0,2864791672,98,F#,Minor,82,54,59,69,0,18,10,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169,2019-05-10
Lucid Dreams,Juice WRLD,14749,0,2288695111,84,B,Minor,44,22,48,38,0,33,24,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,2017-06-15
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",8087,0,720825549,102,G#,Major,89,77,82,3,0,17,11,Not Found,2021-01-28
All of Me,John Legend,27221,0,2086124197,120,G#,Major,42,33,26,92,0,13,3,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,2013-08-01
Smells Like Teen Spirit - Remastered 2021,Nirvana,49991,9,1690192927,117,C#,Major,52,73,91,0,0,11,7,https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056,1991-09-10
Arcade,Duncan Laurence,6646,0,991336132,72,A,Minor,45,27,33,82,0,14,4,https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b,2019-03-07
Fair Trade (with Travis Scott),"Drake, Travis Scott",5403,6,593917618,168,C#,Major,67,29,47,5,0,22,26,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,2021-09-03
Bar,"Tini, L-Gante",755,4,200972675,94,C#,Major,52,68,69,13,0,33,8,https://i.scdn.co/image/ab67616d0000b2737b1a8b1a92561bb5d16d6b4c,2021-11-11
The Rumbling (TV Size),SiM,254,0,71014967,145,G#,Major,41,65,88,0,0,26,5,https://i.scdn.co/image/ab67616d0000b2735d2f378be5d973ad504456d7,2022-01-10
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",6308,5,560222750,134,C#,Major,71,14,61,1,0,23,33,Not Found,2021-08-27
Mr. Brightside,The Killers,51979,15,1806617704,148,C#,Major,35,24,93,0,0,10,8,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d,2003-09-23
Blessed-Cursed,ENHYPEN,246,0,77337771,127,E,Minor,60,40,89,9,0,60,6,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55,2022-01-10
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",6556,0,528544703,172,F#,Minor,74,79,66,11,0,8,16,Not Found,2021-06-24
Streets,Doja Cat,5728,0,865640097,90,B,Major,75,19,46,21,4,34,8,https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b,2019-11-07
Shallow,"Lady Gaga, Bradley Cooper",16636,12,2159346687,96,G,Major,57,30,40,38,0,26,3,https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342,2018-09-27
Polaroid Love,ENHYPEN,461,0,211372494,138,G,Minor,74,65,67,46,0,36,4,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55,2022-01-10
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",4893,4,651732901,120,G,Major,72,67,72,0,0,13,4,https://i.scdn.co/image/ab67616d0000b273ae40468931087f78919b86ce,2021-04-28
Permission to Dance,BTS,1801,2,608334048,125,A,Major,70,65,74,1,0,34,4,https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8,2021-07-09
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",12043,0,863756573,123,D,Major,82,80,86,1,0,30,13,https://i.scdn.co/image/ab67616d0000b273815cb538fd7821595b2bc8c5,2021-01-15
RAPSTAR,Polo G,4731,0,797402345,81,F#,Major,79,44,54,41,0,13,24,https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b,2021-04-09
'Till I Collapse,"Eminem, Nate Dogg",22923,0,1695712020,171,C#,Major,55,10,85,7,0,8,20,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,2002-05-26
Memories,Maroon 5,9974,2,1759567999,91,B,Major,77,60,32,84,0,8,5,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631,2019-09-20
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",1560,0,223319934,84,G,Minor,56,61,76,10,0,14,11,Not Found,2021-08-12
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",620,0,54937991,115,F,Minor,90,74,54,16,0,13,28,https://i.scdn.co/image/ab67616d0000b27314d91ebdd6d7e2931322cc1a,2022-01-07
When Iï¿½ï¿½ï¿½m Gone (with Katy,"Katy Perry, Alesso",3270,0,226897599,125,Unknown,Major,69,70,89,4,0,49,3,Not Found,2021-12-29
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",580,0,258316038,122,F#,Minor,80,62,69,28,0,13,7,Not Found,2021-10-14
Miï¿½ï¿½n,"Tini, Maria Becerra",3406,16,596152090,92,D,Major,85,92,54,16,0,29,7,Not Found,2021-04-29
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",903,0,177129919,90,F#,Minor,63,75,75,17,0,11,8,Not Found,2021-11-18
MAMIII,"Karol G, Becky G",6809,28,716591492,94,E,Minor,84,90,70,9,0,14,8,Not Found,2022-02-10
Still D.R.E.,"Dr. Dre, Snoop Dogg",33966,0,1210599487,93,B,Major,81,53,78,18,0,6,24,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,1999-01-01
Stay Alive (Prod. SUGA of BTS),Jung Kook,590,5,246376690,130,D,Minor,51,50,76,30,0,10,7,https://i.scdn.co/image/ab67616d0000b2738916a2bb404bed6755f2bbbd,2022-02-11
Boyfriend,Dove Cameron,3766,0,496311364,180,G,Minor,35,23,61,23,0,19,6,https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc,2022-02-11
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",1430,0,146789379,134,Unknown,Major,53,31,31,92,0,28,3,https://i.scdn.co/image/ab67616d0000b27389aff4625958eac8d16535c7,2022-02-11
The Next Episode,"Dr. Dre, Snoop Dogg",31762,0,843309044,95,D#,Minor,92,31,89,3,0,8,25,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,1999-01-01
Light Switch,Charlie Puth,4049,0,500340342,184,F#,Major,69,91,63,11,0,9,31,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49,2022-01-19
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",2096,0,107255472,147,G#,Minor,47,50,80,10,0,32,38,Not Found,2022-02-11
Brividi,"Mahmood, Blanco",1175,0,135079152,123,G,Major,52,44,60,40,0,26,3,https://i.scdn.co/image/ab67616d0000b273ac4a7d6e5e77c52ba430278b,2022-02-02
Lost,Frank Ocean,29499,11,822239726,123,A#,Minor,91,49,61,3,0,17,22,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5,2012-01-01
In Da Club,50 Cent,30427,7,1202722675,90,F#,Minor,90,79,71,26,0,7,37,https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf,2002-01-01
she's all i wanna be,Tate McRae,2711,0,343197054,160,D,Minor,61,65,64,1,0,12,4,https://i.scdn.co/image/ab67616d0000b273f7108342ef45a402af8206b2,2022-02-04
Ginseng Strip 2002,Yung Lean,4310,0,240769997,115,C#,Major,60,37,71,8,0,48,4,https://i.scdn.co/image/ab67616d0000b273581915272a4ffd12551c0202,2013-08-16
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",5342,0,426204830,141,D#,Major,37,17,67,2,0,34,9,https://i.scdn.co/image/ab67616d0000b27325c4bac75a46caa3e645896a,2019-08-04
Notion,The Rare Occasions,2393,0,421135627,160,A,Major,31,30,88,7,0,8,8,https://i.scdn.co/image/ab67616d0000b273598721fc8c9dde3f65a73a08,2016-08-05
Formula,Labrinth,3444,7,554875730,145,B,Major,57,23,66,4,6,15,4,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,2019-10-04
Mount Everest,Labrinth,5443,0,467727006,89,Unknown,Minor,46,43,43,23,8,8,22,https://i.scdn.co/image/ab67616d0000b273e4c03429788f0aff263a5fc6,2019-06-21
Excuses,"Intense, AP Dhillon, Gurinder Gill",272,4,327498031,95,F,Minor,84,49,72,8,0,15,8,Not Found,2020-07-24
Cigarettes,Juice WRLD,975,0,185408548,160,D,Major,60,47,62,3,0,38,4,https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7,2021-12-10
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",1034,1,245400167,174,F,Minor,67,74,75,44,0,7,30,Not Found,2022-01-14
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",18773,0,579395142,92,G,Major,77,76,84,3,0,38,4,Not Found,1995-12-28
Forgot About Dre,"Eminem, Dr. Dre",19067,0,675039469,134,G#,Major,93,61,74,9,0,17,8,Not Found,1999-01-01
Down Under (feat. Colin Hay),"Luude, Colin Hay",3541,2,252871192,172,B,Minor,31,4,86,1,0,28,17,https://i.scdn.co/image/ab67616d0000b273aad205f4a52b5c988d86c25f,2021-11-19
Mujeriego,Ryan Castro,1492,0,231996128,80,A,Major,76,92,62,6,0,8,13,https://i.scdn.co/image/ab67616d0000b2730193b30d2ad5ecd9ac3f26aa,2021-12-17
HUMBLE.,Kendrick Lamar,33206,1,1929770265,150,C#,Minor,91,42,60,0,0,9,12,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,2017-03-30
Stan,"Eminem, Dido",17115,0,918915401,80,F#,Minor,78,53,74,4,0,45,21,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,1999-11-21
Contection,"GODZZ__-, Zakaria",6955,0,1180896317,166,A#,Minor,81,83,75,14,0,29,34,https://i.scdn.co/image/ab67616d0000b2735dabace2f8e176a8727e3f95,2020-01-16
Swim,Chase Atlantic,2742,0,498960285,120,G#,Major,67,8,54,27,0,8,4,https://i.scdn.co/image/ab67616d0000b2735a0c2870f4f309e382d1fad6,2017-10-04
A Tu Merced,Bad Bunny,4214,11,685071800,92,Unknown,Major,86,89,79,17,0,11,6,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,2020-02-29
Numb Little Bug,Em Beihold,2026,0,258714692,85,G#,Minor,74,61,52,30,0,26,9,https://i.scdn.co/image/ab67616d0000b273dc0353a5801934f9a4bac01d,2022-01-28
212,"Mainstreet, Chefin",352,0,143139338,154,D,Minor,79,86,52,66,0,9,7,Not Found,2022-01-15
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",1517,0,209768491,92,D,Minor,73,37,74,28,0,14,6,Not Found,2021-10-22
Bussin,"Nicki Minaj, Lil Baby",847,0,64714573,140,B,Major,89,75,70,6,0,13,5,https://i.scdn.co/image/ab67616d0000b2738c10ac7c3a733632833c3d88,2022-02-11
Worst Day,Future,910,0,50746620,89,C#,Major,65,60,60,11,0,10,40,https://i.scdn.co/image/ab67616d0000b2737e83b7d94b668d9ea94fe7ec,2022-02-11
Malvada,Zï¿½ï¿½ Fe,601,0,154119539,135,F,Minor,89,89,86,16,0,8,5,Not Found,2022-01-28
Hrs and Hrs,Muni Long,1800,0,181328253,140,G#,Minor,51,66,53,60,0,11,18,https://i.scdn.co/image/ab67616d0000b273d424d6448da5d51e00f6fda7,2021-11-19
Alien Blues,Vundabar,1930,0,370068639,82,D#,Major,47,44,76,8,91,9,3,https://i.scdn.co/image/ab67616d0000b273578b0e6109b76bad0821ca71,2015-07-24
Thinking Out Loud,Ed Sheeran,33032,0,2280566092,79,D,Major,78,58,45,47,0,18,3,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,2014-01-01
Still Don't Know My Name,Labrinth,6332,0,563902868,88,F,Major,31,31,63,47,27,21,12,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,2019-10-04
Christmas Tree,V,509,9,317622165,139,F,Major,44,18,38,70,0,12,4,https://i.scdn.co/image/ab67616d0000b2738764ebc69bd91a01cc3948a2,2021-12-24
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",971,2,291709698,124,Unknown,Minor,73,68,83,55,0,90,7,Not Found,2022-01-14
When I R.I.P.,Labrinth,2578,0,203680270,80,G#,Minor,39,45,55,73,0,9,21,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,2019-10-04
Do We Have A Problem?,"Nicki Minaj, Lil Baby",1064,0,81350745,120,C#,Minor,84,54,51,47,0,12,40,https://i.scdn.co/image/ab67616d0000b2737df334f26d1e55dfba843463,2022-02-04
Forever,Labrinth,3618,0,282883169,80,E,Minor,56,19,46,92,72,11,3,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,2019-10-04
Gospel (with Eminem),"Eminem, Dr. Dre",1040,0,64787943,117,C#,Major,92,62,86,11,0,24,24,Not Found,2022-02-04
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",15010,2,2484812918,117,A,Minor,76,77,52,4,0,8,3,Not Found,2019-06-19
NEW MAGIC WAND,"Tyler, The Creator",4708,0,461437791,140,F,Minor,62,46,73,10,0,67,11,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57,2019-05-16
Adore You,Harry Styles,13454,1,1439191367,99,G#,Major,68,57,77,2,0,10,5,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2019-12-06
La Santa,"Daddy Yankee, Bad Bunny",4890,20,759208783,93,C#,Major,74,59,87,3,0,8,5,Not Found,2020-02-29
Something In The Way - Remastered 2021,Nirvana,9514,0,368646862,106,G#,Major,44,8,20,74,42,11,3,https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056,1991-09-24
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",3501,0,299634472,124,G,Major,81,68,63,17,0,10,22,Not Found,2022-03-11
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",6111,4,756907987,95,G#,Major,76,96,70,18,0,33,4,https://i.scdn.co/image/ab67616d0000b273364ef5f9057092741f667fea,2022-03-04
Una Noche en Medellï¿½,Cris Mj,5415,32,682475162,96,A#,Minor,87,82,53,10,0,5,8,https://i.scdn.co/image/ab67616d0000b273be60f176970cdde893632dd8,2022-01-21
Envolver,Anitta,4673,2,546191065,92,E,Minor,81,40,73,15,0,9,8,https://i.scdn.co/image/ab67616d0000b27332f29a61d5e3c3bb3c7ae510,2021-11-11
Starlight,Dave,1856,3,229473310,124,G,Major,95,36,37,35,0,10,28,https://i.scdn.co/image/ab67616d0000b27320ce6b27651688ee8969cb2e,2022-03-03
Hati-Hati di Jalan,Tulus,200,2,202677468,72,F#,Major,64,76,44,70,9,12,4,https://i.scdn.co/image/ab67616d0000b273b55d26c578e30129b0a7e86e,2022-03-03
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1888,0,121913181,71,Unknown,Minor,28,26,20,19,0,30,3,Not Found,2022-02-04
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",911,2,208166039,135,A,Minor,78,55,57,4,0,10,8,Not Found,2022-02-01
Yo Voy (feat. Daddy Yankee),Zion & Lennox,2954,2,527033089,95,A#,Major,81,56,70,4,0,5,24,https://i.scdn.co/image/ab67616d0000b27387d3146807ad53b05a7daaac,2004-05-04
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",461,0,94616487,71,C#,Minor,59,70,74,56,0,11,40,Not Found,2022-03-03
Jordan,Ryan Castro,2844,2,394030335,180,A#,Minor,80,71,68,6,0,10,37,https://i.scdn.co/image/ab67616d0000b27382102cabb8e9ae044fc3db62,2021-04-30
Nail Tech,Jack Harlow,2939,0,193443895,150,E,Minor,65,11,58,0,0,12,9,https://i.scdn.co/image/ab67616d0000b273ddd85c9c585e663fc5431c2a,2022-02-18
Chale,Eden Muï¿½ï,695,11,299648208,189,G#,Major,55,86,44,40,0,7,4,Not Found,2022-02-18
DARARI,Treasure,328,0,182978249,85,Unknown,Major,72,55,64,49,0,7,4,https://i.scdn.co/image/ab67616d0000b27328be5dc3cc0bd6f2482c1d56,2022-02-15
Ya No Somos Ni Seremos,Christian Nodal,866,16,319757142,140,G,Major,59,73,45,44,0,34,3,https://i.scdn.co/image/ab67616d0000b27365006bd1837710248501315c,2022-02-18
Thinking with My Dick,"Kevin Gates, Juicy J",1550,0,109091573,81,Unknown,Major,77,68,70,6,0,17,20,https://i.scdn.co/image/ab67616d0000b273648c824765ffe493d9947b62,2013-07-16
Freaky Deaky,"Tyga, Doja Cat",1729,0,153240879,104,D,Minor,80,24,65,2,0,9,4,https://i.scdn.co/image/ab67616d0000b2739d272936b9368c8d7fd2e6ef,2022-02-25
this is what falling in love feels like,JVKE,2005,0,346127840,129,B,Major,42,33,44,62,0,8,6,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954,2021-09-03
La Zona,Bad Bunny,1188,0,312622938,94,C#,Minor,76,81,80,20,0,25,4,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,2020-02-29
Bohemian Rhapsody - Remastered 2011,Queen,40112,3,2197010679,71,Unknown,Minor,41,23,40,27,0,30,5,https://i.scdn.co/image/ab67616d0000b273ce4f1737bc8a646c8c4bd25a,1975-10-31
Hope,XXXTENTACION,3659,0,1200808494,146,A,Minor,59,23,46,66,0,15,6,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,2018-03-16
Levitating,Dua Lipa,9833,0,797196073,103,F#,Minor,69,90,88,5,0,29,8,https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be,2020-03-27
Wake Me Up - Radio Edit,Avicii,50887,34,1970673297,124,D,Major,53,66,78,0,0,16,5,https://i.scdn.co/image/ab67616d0000b2731d7b056c2044321bac7e6b40,2013-01-01
"jealousy, jealousy",Olivia Rodrigo,3257,0,665765558,164,A#,Minor,70,71,58,24,0,7,13,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2021-05-21
Monï¿½ï¿½y so,YEAT,1473,0,263779030,138,D,Major,69,35,57,12,0,10,9,Not Found,2021-09-10
Demasiadas Mujeres,C. Tangana,2226,0,339473453,126,A,Minor,67,37,46,13,0,10,39,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,2020-10-08
Something Just Like This,"The Chainsmokers, Coldplay",23375,21,2204080728,103,B,Minor,61,47,65,3,0,17,4,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,2017-02-22
Closer,"The Chainsmokers, Halsey",28032,0,2591224264,95,G#,Major,75,64,52,41,0,11,3,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,2016-05-31
O.O,NMIXX,290,0,135444283,200,B,Minor,39,28,77,4,0,6,29,https://i.scdn.co/image/ab67616d0000b27386ca91e718866f411c01db5e,2022-02-22
Somebody That I Used To Know,"Gotye, Kimbra",42798,0,1457139296,129,Unknown,Major,86,75,52,54,0,10,4,https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed,2011-01-01
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2605,0,236872197,98,F#,Minor,68,33,43,38,0,36,14,https://i.scdn.co/image/ab67616d0000b2732186eb1b0b5436f858c0508c,2019-06-28
First Class,Jack Harlow,8737,0,694525298,107,G#,Major,91,32,56,3,0,11,10,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,2022-04-08
Plan A,Paulo Londra,1105,0,240661097,174,Unknown,Major,58,56,83,5,0,7,4,https://i.scdn.co/image/ab67616d0000b273ccccd9b321e9b4446ae22cc5,2022-03-23
Fuera del mercado,Danny Ocean,2499,21,421365166,92,G#,Major,45,27,67,32,0,13,14,https://i.scdn.co/image/ab67616d0000b273be462dd5903fb27996331b48,2022-02-17
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2697,1,349746291,90,G,Major,81,59,83,9,0,11,5,Not Found,2022-03-25
When You're Gone,Shawn Mendes,2092,0,255120451,147,F,Major,60,58,69,2,0,58,4,https://i.scdn.co/image/ab67616d0000b273dad0775943c1a826bfed3117,2022-03-31
In My Head,Lil Tjay,1185,0,190981339,143,C#,Major,68,41,55,16,0,10,12,https://i.scdn.co/image/ab67616d0000b2731e6a9d4ce04b67a455ed6b8c,2022-04-01
Wait a Minute!,Willow,11985,0,924193303,101,D#,Minor,76,63,71,3,0,10,3,https://i.scdn.co/image/ab67616d0000b2736ee651e65c3766d80e7fcab7,2015-01-11
LOVE DIVE,IVE,753,8,305771063,118,C#,Minor,70,54,71,0,0,33,4,https://i.scdn.co/image/ab67616d0000b2739016f58cc49e6473e1207093,2022-04-05
Pantysito,"Feid, Alejo, Robi",2995,0,273005485,98,G,Minor,83,63,74,14,0,16,6,Not Found,2022-03-18
Chance,Paulo Londra,225,0,89566512,138,C#,Minor,72,22,46,24,0,9,6,https://i.scdn.co/image/ab67616d0000b273cb74f60124f5268784563f0b,2022-04-06
Cool for the Summer,Demi Lovato,9243,0,677389855,114,F,Minor,59,30,62,1,0,8,4,https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784,2015-01-01
psychofreak (feat. WILLOW),"Camila Cabello, Willow",918,0,75476209,180,G,Minor,63,45,64,34,0,9,8,https://i.scdn.co/image/ab67616d0000b27317f56db9be0ac58807c82899,2022-04-07
Angel Baby,Troye Sivan,1959,9,408843328,145,B,Major,56,41,57,1,0,13,3,https://i.scdn.co/image/ab67616d0000b2735cf05521594fbf41d2a48893,2021-09-09
Vampiro,"Matuï¿½ï¿½, Wiu,",540,4,187772591,115,G#,Minor,78,63,64,1,0,7,4,Not Found,2022-01-30
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",859,0,178512385,82,A#,Major,79,48,84,13,0,21,23,Not Found,2022-03-31
Right On,Lil Baby,1116,0,101780047,166,D,Major,70,22,61,2,0,10,34,https://i.scdn.co/image/ab67616d0000b2736c6827c3fb94b95e5ff4a4aa,2022-04-08
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",273,2,118381354,92,Unknown,Major,86,91,79,29,0,60,16,https://i.scdn.co/image/ab67616d0000b273b0a3a7b69e470141becfdf8d,2022-03-30
That's Hilarious,Charlie Puth,686,2,146363130,108,F#,Major,71,55,44,74,0,11,6,https://i.scdn.co/image/ab67616d0000b273a3b39c1651a617bb09800fd8,2022-04-08
Soy El Unico,Yahritza Y Su Esencia,226,0,126443991,84,E,Minor,71,63,45,45,0,11,3,https://i.scdn.co/image/ab67616d0000b273ab621620bbfb20009cdc855e,2022-03-25
RUMBATï¿½,Daddy Yankee,1264,0,157990698,95,D#,Minor,69,90,91,6,0,35,4,Not Found,2022-03-25
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",870,0,176290831,135,D#,Minor,93,77,45,25,0,13,27,Not Found,2022-03-17
Falling,Harry Styles,7556,0,1023187129,110,E,Major,57,6,27,84,0,9,3,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2019-12-13
Sigue,"Ed Sheeran, J Balvin",1370,0,106933107,88,G,Major,89,59,64,5,0,19,7,Not Found,1996-11-24
Fim de Semana no Rio,teto,315,2,139193812,119,C#,Minor,87,28,50,12,0,10,10,https://i.scdn.co/image/ab67616d0000b273acb087ed5213035b71ef7a80,2022-03-30
MANIAC,Stray Kids,651,0,212234990,120,C#,Major,58,71,80,15,0,7,41,https://i.scdn.co/image/ab67616d0000b2733613e1e0d35867a0814005a9,2022-03-18
There's Nothing Holdin' Me Back,Shawn Mendes,12382,0,1714490998,122,D,Major,86,97,80,36,0,9,6,https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521,2016-09-23
IDGAF (with blackbear),"Blackbear, BoyWithUke",625,0,197643795,98,F,Major,78,83,75,41,0,27,8,Not Found,2022-03-18
Golden,Harry Styles,8429,1,807015863,140,E,Minor,45,25,84,21,0,13,6,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2019-12-13
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",52898,0,933815613,116,F#,Minor,79,87,81,4,0,10,4,Not Found,2013-01-01
Ain't Shit,Doja Cat,3436,0,499710590,124,D#,Major,86,62,49,51,0,35,21,Not Found,2021-06-25
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",918,0,120847157,105,A,Minor,91,73,72,13,0,9,15,Not Found,2022-02-25
Still Life,BIGBANG,181,0,53909146,118,G#,Major,68,24,58,44,0,6,3,https://i.scdn.co/image/ab67616d0000b273eb136d1be54b1ef8273c0699,2022-04-05
Photograph,Ed Sheeran,18778,3,2236667932,108,E,Major,61,20,38,61,0,10,5,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,2014-06-20
Love Yourself,Justin Bieber,22730,5,2123309722,100,E,Major,61,53,38,84,0,28,44,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,2015-11-09
N95,Kendrick Lamar,5542,0,301242089,140,D#,Minor,81,39,66,38,0,12,14,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
